edge_id,benchmark_id,harm_id,ev_id,Bench: Title,Harm: Category ,Harm: Subcategory,Harm: Domain,Harm: Subdomain,strength,basis,confidence,annotator,version,notes
bmh792,B209.01.01,6.03.17,47.03.03,Min-K%++: Improved Baseline for Detecting Pre-Training Data from Large Language Models,Legal challenges ,Copyright challenges (training models using copyrighted output) ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.01 (Copyright regurgitation & memorization); synonym - same evidence applies.
bmh793,B163.01.01,6.03.18,03.03.00,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Intellectual property rights violations,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh794,B164.01.01,6.03.18,03.03.00,Do LLMs Know to Respect Copyright Notice?,Intellectual property rights violations,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh795,B165.01.01,6.03.18,03.03.00,Nine Ways to Break Copyright Law and Why Our LLM Won't: A Fair Use Aligned Generation Framework (FairUseDB),Intellectual property rights violations,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh796,B166.01.01,6.03.18,03.03.00,Measuring Copyright Risks of Large Language Model via Partial Information Probing,Intellectual property rights violations,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh797,B167.01.01,6.03.18,03.03.00,LLMs and Memorization: On Quality and Specificity of Copyright Compliance,Intellectual property rights violations,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh798,B155.01.01,6.03.18,03.03.00,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Intellectual property rights violations,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh799,B163.01.01,6.03.19,23.10.00,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Intellectual Property,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh800,B164.01.01,6.03.19,23.10.00,Do LLMs Know to Respect Copyright Notice?,Intellectual Property,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh801,B165.01.01,6.03.19,23.10.00,Nine Ways to Break Copyright Law and Why Our LLM Won't: A Fair Use Aligned Generation Framework (FairUseDB),Intellectual Property,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh802,B166.01.01,6.03.19,23.10.00,Measuring Copyright Risks of Large Language Model via Partial Information Probing,Intellectual Property,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh803,B167.01.01,6.03.19,23.10.00,LLMs and Memorization: On Quality and Specificity of Copyright Compliance,Intellectual Property,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh804,B155.01.01,6.03.19,23.10.00,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Intellectual Property,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh805,B163.01.01,6.03.20,31.05.00,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Impact on Intellectual Property Rights,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh806,B164.01.01,6.03.20,31.05.00,Do LLMs Know to Respect Copyright Notice?,Impact on Intellectual Property Rights,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh807,B165.01.01,6.03.20,31.05.00,Nine Ways to Break Copyright Law and Why Our LLM Won't: A Fair Use Aligned Generation Framework (FairUseDB),Impact on Intellectual Property Rights,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh808,B166.01.01,6.03.20,31.05.00,Measuring Copyright Risks of Large Language Model via Partial Information Probing,Impact on Intellectual Property Rights,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh809,B167.01.01,6.03.20,31.05.00,LLMs and Memorization: On Quality and Specificity of Copyright Compliance,Impact on Intellectual Property Rights,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh810,B155.01.01,6.03.20,31.05.00,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Impact on Intellectual Property Rights,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh811,B163.01.01,6.03.21,48.10.00,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Intellectual Property ,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh812,B164.01.01,6.03.21,48.10.00,Do LLMs Know to Respect Copyright Notice?,Intellectual Property ,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh813,B165.01.01,6.03.21,48.10.00,Nine Ways to Break Copyright Law and Why Our LLM Won't: A Fair Use Aligned Generation Framework (FairUseDB),Intellectual Property ,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh814,B166.01.01,6.03.21,48.10.00,Measuring Copyright Risks of Large Language Model via Partial Information Probing,Intellectual Property ,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh815,B167.01.01,6.03.21,48.10.00,LLMs and Memorization: On Quality and Specificity of Copyright Compliance,Intellectual Property ,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh816,B155.01.01,6.03.21,48.10.00,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Intellectual Property ,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh817,B163.01.01,6.03.22,64.02.02,SHIELD: Evaluation and Defense Strategies for Copyright Compliance in LLM Text Generation,Misuse tactics that exploit GenAI capabilities (Realistic depictions of non-humans) ,Intellectual Property (IP) Infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh818,B164.01.01,6.03.22,64.02.02,Do LLMs Know to Respect Copyright Notice?,Misuse tactics that exploit GenAI capabilities (Realistic depictions of non-humans) ,Intellectual Property (IP) Infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh819,B165.01.01,6.03.22,64.02.02,Nine Ways to Break Copyright Law and Why Our LLM Won't: A Fair Use Aligned Generation Framework (FairUseDB),Misuse tactics that exploit GenAI capabilities (Realistic depictions of non-humans) ,Intellectual Property (IP) Infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh820,B166.01.01,6.03.22,64.02.02,Measuring Copyright Risks of Large Language Model via Partial Information Probing,Misuse tactics that exploit GenAI capabilities (Realistic depictions of non-humans) ,Intellectual Property (IP) Infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh821,B167.01.01,6.03.22,64.02.02,LLMs and Memorization: On Quality and Specificity of Copyright Compliance,Misuse tactics that exploit GenAI capabilities (Realistic depictions of non-humans) ,Intellectual Property (IP) Infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh822,B155.01.01,6.03.22,64.02.02,CopyBench: Measuring Literal and Non-Literal Reproduction of Copyright-Protected Text in Language Model Generation,Misuse tactics that exploit GenAI capabilities (Realistic depictions of non-humans) ,Intellectual Property (IP) Infringement ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.02 (IP-infringement propensity (generating/a); synonym - same evidence applies.
bmh823,B168.01.01,6.03.25,18.05.04,Generative Monoculture in Large Language Models,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh824,B169.01.01,6.03.25,18.05.04,NoveltyBench: Evaluating Language Models for Humanlike Diversity,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh825,B170.01.01,6.03.25,18.05.04,Benchmarking Linguistic Diversity of Large Language Models,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh826,B171.01.01,6.03.25,18.05.04,Epistemic Diversity and Knowledge Collapse in Large Language Models,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh827,B172.01.01,6.03.25,18.05.04,Does Writing with Language Models Reduce Content Diversity?,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh828,B173.01.01,6.03.25,18.05.04,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh829,B174.01.01,6.03.25,18.05.04,Task-Dependent Evaluation of LLM Output Homogenization: A Taxonomy-Guided Framework,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.03 (Cultural homogenization / loss of output); synonym - same evidence applies.
bmh830,B175.01.01,6.03.26,05.16.00,Art or Artifice? Large Language Models and the False Promise of Creativity (TTCW),Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh831,B176.01.01,6.03.26,05.16.00,CS4: Measuring the Creativity of LLMs by Controlling the Number of Story-Writing Constraints,Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh832,B177.01.01,6.03.26,05.16.00,Divergent creativity in humans and large language models,Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh833,B178.01.01,6.03.26,05.16.00,Evaluating Creative Short Story Generation in Humans and Large Language Models,Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh834,B179.01.01,6.03.26,05.16.00,A Confederacy of Models: a Comprehensive Evaluation of LLMs on Creative Writing,Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh835,B180.01.01,6.03.26,05.16.00,LitBench: A Benchmark and Dataset for Reliable Evaluation of Creative Writing,Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh836,B173.01.01,6.03.26,05.16.00,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,Art - Creativity,,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh837,B175.01.01,6.03.27,16.06.03,Art or Artifice? Large Language Models and the False Promise of Creativity (TTCW),Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh838,B176.01.01,6.03.27,16.06.03,CS4: Measuring the Creativity of LLMs by Controlling the Number of Story-Writing Constraints,Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh839,B177.01.01,6.03.27,16.06.03,Divergent creativity in humans and large language models,Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh840,B178.01.01,6.03.27,16.06.03,Evaluating Creative Short Story Generation in Humans and Large Language Models,Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh841,B179.01.01,6.03.27,16.06.03,A Confederacy of Models: a Comprehensive Evaluation of LLMs on Creative Writing,Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh842,B180.01.01,6.03.27,16.06.03,LitBench: A Benchmark and Dataset for Reliable Evaluation of Creative Writing,Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh843,B173.01.01,6.03.27,16.06.03,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,Risk area 6: Environmental and Socioeconomic harms,Undermining creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh844,B175.01.01,6.03.28,17.06.03,Art or Artifice? Large Language Models and the False Promise of Creativity (TTCW),"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh845,B176.01.01,6.03.28,17.06.03,CS4: Measuring the Creativity of LLMs by Controlling the Number of Story-Writing Constraints,"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh846,B177.01.01,6.03.28,17.06.03,Divergent creativity in humans and large language models,"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh847,B178.01.01,6.03.28,17.06.03,Evaluating Creative Short Story Generation in Humans and Large Language Models,"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh848,B179.01.01,6.03.28,17.06.03,A Confederacy of Models: a Comprehensive Evaluation of LLMs on Creative Writing,"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh849,B180.01.01,6.03.28,17.06.03,LitBench: A Benchmark and Dataset for Reliable Evaluation of Creative Writing,"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh850,B173.01.01,6.03.28,17.06.03,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,"Automation, Access and Environmental Harms ",Undermining creative economies ,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh851,B175.01.01,6.03.29,18.06.04,Art or Artifice? Large Language Models and the False Promise of Creativity (TTCW),Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh852,B176.01.01,6.03.29,18.06.04,CS4: Measuring the Creativity of LLMs by Controlling the Number of Story-Writing Constraints,Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh853,B177.01.01,6.03.29,18.06.04,Divergent creativity in humans and large language models,Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh854,B178.01.01,6.03.29,18.06.04,Evaluating Creative Short Story Generation in Humans and Large Language Models,Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh855,B179.01.01,6.03.29,18.06.04,A Confederacy of Models: a Comprehensive Evaluation of LLMs on Creative Writing,Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh856,B180.01.01,6.03.29,18.06.04,LitBench: A Benchmark and Dataset for Reliable Evaluation of Creative Writing,Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh857,B173.01.01,6.03.29,18.06.04,The Curious Decline of Linguistic Diversity: Training Language Models on Synthetic Text,Socioeconomic and environmental harms ,Undermine creative economies,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.04 (Devaluation of human creativity / synthe); synonym - same evidence applies.
bmh858,B187.01.01,6.03.31,13.02.04,GPTs are GPTs: An Early Look at the Labor Market Impact Potential of Large Language Models,Impacts: People and Society,Labor and Creativity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.06 (Labor displacement / automation of human); synonym - same evidence applies.
bmh859,B188.01.01,6.03.31,13.02.04,How will Language Modelers like ChatGPT Affect Occupations and Industries? (AIOE),Impacts: People and Society,Labor and Creativity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.06 (Labor displacement / automation of human); synonym - same evidence applies.
bmh860,B189.01.01,6.03.31,13.02.04,"Bounded by Risk, Not Capability: Quantifying AI Occupational Substitution Rates via a Tech-Risk Dual-Factor Model",Impacts: People and Society,Labor and Creativity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,validated-against-downstream,probable,claude,1,Inherited via 'also known as' 6.03.06 (Labor displacement / automation of human); synonym - same evidence applies.
bmh861,B190.01.01,6.03.31,13.02.04,Strategic Self-Improvement for Competitive Agents in AI Labour Markets,Impacts: People and Society,Labor and Creativity,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.03.06 (Labor displacement / automation of human); synonym - same evidence applies.
bmh862,B273.01.01,6.03.24,58.07.04,Cannibalization of Culture: Generative AI and the Appropriation of Indigenous African Musical Works,Societal and Cultural ,Cultural dispossession,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Cannibalization/appropriation of Indigenous works by generative AI - direct evidence of cultural dispossession.
bmh863,B274.01.01,6.03.24,58.07.04,Do Generative AI Models Output Harm while Representing Non-Western Cultures,Societal and Cultural ,Cultural dispossession,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Community study documenting cultural misappropriation/misrepresentation in generative-AI outputs.
bmh864,B275.01.01,6.03.24,58.07.04,Indigenous AI Futures: Algorithmic Settler Colonialism,Societal and Cultural ,Cultural dispossession,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,strong-proxy,face-validity-only,probable,claude,1,Settler-colonial extraction/commodification of Indigenous knowledge by AI.
bmh865,B276.01.01,6.03.30,66.04.03,AI Tools in Society: Impacts on Cognitive Offloading and the Future of Critical Thinking,Societal and Cultural,Loss of creativity / critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Empirical: frequent AI use negatively correlates with critical-thinking ability (cognitive offloading).
bmh866,B277.01.01,6.03.30,66.04.03,Illusion of Competence and Skill Degradation in Artificial Intelligence Dependency among Users,Societal and Cultural,Loss of creativity / critical thinking,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort,direct,face-validity-only,probable,claude,1,Documents skill degradation / illusion of competence from AI dependence (human deskilling).
bmh867,B195.01.01,6.04.07,62.29.03,Racing to the precipice: a model of artificial intelligence development,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
bmh868,B196.01.01,6.04.07,62.29.03,To Regulate or Not: A Social Dynamics Analysis of an Idealised AI Race,Impacts of AI (General) ,Competitive pressures in GPAI product release,6. Socioeconomic and Environmental,6.4 > Competitive dynamics,strong-proxy,face-validity-only,probable,claude,1,Inherited via 'also known as' 6.04.01 (Safety race-to-the-bottom (competitive c); synonym - same evidence applies.
